State,County,Tract,GEOID,population,white_alone,black_alone,aian_alone,asian_alone,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority
42,1,30101,42001030101,2697,84.95,1.3,0.0,0.07,0.0,10.42,7.12,6.86,75.31,17.83,white_alone
42,1,30103,42001030103,2347,99.53,0.0,0.0,0.0,0.0,0.0,4.46,7.33,68.98,23.69,white_alone
42,1,30104,42001030104,3526,92.37,0.0,0.0,0.0,0.0,5.93,4.14,4.68,76.23,19.09,white_alone
42,1,30200,42001030200,5778,76.67,0.59,0.0,0.57,0.0,18.45,14.32,13.03,67.2,19.51,white_alone
42,1,30300,42001030300,4306,81.12,0.88,0.0,0.44,0.0,16.63,3.54,7.2,78.38,14.26,white_alone
42,1,30400,42001030400,5798,91.15,0.57,0.0,2.6,0.0,5.11,11.23,9.47,71.2,17.59,white_alone
42,1,30500,42001030500,3879,78.58,1.47,0.0,0.0,0.0,17.43,12.53,6.78,69.5,23.72,white_alone
42,1,30600,42001030600,4946,88.17,1.94,0.14,0.14,0.0,8.25,9.5,6.0,62.39,20.38,white_alone
42,1,30700,42001030700,6479,92.75,2.3,0.0,0.06,0.0,3.57,6.65,5.63,74.15,20.22,white_alone
42,1,30801,42001030801,3190,91.13,2.41,0.0,1.0,0.0,5.11,7.99,8.53,72.16,19.31,white_alone
42,1,30802,42001030802,1570,91.02,1.72,0.0,0.19,0.0,5.8,3.66,4.14,77.13,18.66,white_alone
42,1,30803,42001030803,2563,96.92,0.66,0.04,0.0,0.0,2.3,7.45,4.56,81.35,14.09,white_alone
42,1,30901,42001030901,3445,86.62,2.82,0.0,0.61,0.0,5.17,11.69,4.41,78.2,17.39,white_alone
42,1,30902,42001030902,3904,94.42,0.03,0.0,0.0,0.0,5.1,5.64,1.08,64.37,28.56,white_alone
42,1,31000,42001031000,1852,93.84,0.0,0.0,0.0,0.0,5.4,4.89,3.29,82.02,14.69,white_alone
42,1,31101,42001031101,5114,93.02,0.59,0.0,0.88,0.0,4.13,6.81,5.94,65.76,28.29,white_alone
42,1,31102,42001031102,3319,85.06,3.53,0.9,0.0,0.0,5.0,4.04,5.42,74.69,19.49,white_alone
42,1,31201,42001031201,3724,87.14,2.58,0.0,0.46,0.0,7.17,4.2,3.79,67.48,26.37,white_alone
42,1,31202,42001031202,2723,90.6,0.0,0.18,0.15,0.0,5.66,2.69,5.29,78.0,16.71,white_alone
42,1,31203,42001031203,3190,96.8,0.94,0.19,0.31,0.0,1.29,6.14,2.38,73.29,24.33,white_alone
42,1,31300,42001031300,4494,92.17,1.87,0.0,0.02,0.0,4.14,7.35,4.7,73.63,21.67,white_alone
42,1,31401,42001031401,4174,85.55,1.08,0.17,3.04,0.0,4.82,9.09,1.37,64.11,28.82,white_alone
42,1,31402,42001031402,2055,87.3,1.75,0.0,3.89,0.0,5.3,3.63,3.84,68.86,27.3,white_alone
42,1,31501,42001031501,3533,83.41,3.57,0.0,2.41,0.0,8.75,22.01,4.95,83.07,11.97,white_alone
42,1,31502,42001031502,4151,75.57,2.94,0.0,1.32,0.0,18.62,17.65,5.9,71.16,22.91,white_alone
42,1,31600,42001031600,7208,94.42,0.18,0.33,0.0,0.0,2.21,1.92,1.61,76.44,21.95,white_alone
42,1,31700,42001031700,2662,93.46,0.79,0.0,0.34,0.0,4.02,18.22,6.01,70.1,23.89,white_alone
42,3,10301,42003010301,2477,35.04,55.11,1.09,0.0,0.0,3.51,,0.0,0.0,0.0,black_alone
42,3,10302,42003010302,4101,73.96,12.22,0.15,6.14,0.0,3.97,46.17,3.66,87.91,7.61,white_alone
42,3,20100,42003020100,4654,70.8,10.46,0.15,11.93,0.0,4.32,10.39,3.57,82.79,13.64,white_alone
